title,twcount,href
Davutoğlu Elazığ’da: “Gün imtihan günüdür”,12,http://nediyor.com/2014/12/14/davutoglu-elazigda-gun-imtihan-gunudur/
Ekrem Dumanlı’nın gözaltına alınması canlı yayınlandı,142,http://nediyor.com/2014/12/14/ekrem-dumanlinin-gozaltina-alinmasi-canli-yayinlandi/
Ahmet Şık: “Cemaat’in bugün yaşadığının adı da faşizm”,27,http://nediyor.com/2014/12/14/ahmet-sik-cemaatin-bugun-yasadiginin-adi-da-fasizm/
CHP lideri: “Yolsuzluklar operasyonla kapatılamaz”,10,http://nediyor.com/2014/12/14/chp-lideri-yolsuzluklar-operasyonla-kapatilamaz/
Oktay Ekşi’den Zaman’a destek ziyareti,9,http://nediyor.com/2014/12/14/oktay-eksiden-zamana-destek-ziyareti/
Yalman: “Balyoz’u gerçek darbe olarak görmüyorum”,8,http://nediyor.com/2014/12/14/yalman-balyozu-gercek-darbe-olarak-gormuyorum/
CHP’li Haluk Koç’tan yeni “torpil” listesi,13,http://nediyor.com/2014/12/14/chpli-haluk-koctan-yeni-torpil-listesi/
Şeb-i Arus’ta Bingöl’e Elvan protestosu,7,http://nediyor.com/2014/12/14/seb-i-arusta-bingole-elvan-protestosu/
Gözler “Umarım aslı çıkmaz” diyen Arınç’a çevrildi,9,http://nediyor.com/2014/12/14/gozler-umarim-asli-cikmaz-diyen-arinca-cevrildi/
TRT Haber tepkilerin odağında,11,http://nediyor.com/2014/12/14/trt-haber-tepkilerin-odaginda/
Dumanlı: “Giyinmiş kuşanmış bekliyorum”,43,http://nediyor.com/2014/12/14/dumanli-giyinmis-kusanmis-bekliyorum/
Cemaat yayınlarına operasyon başladı,163,http://nediyor.com/2014/12/14/cemaat-yayinlarina-operasyon-basladi/
Fuat Avni: “Gözaltı listesinin ilk sırasında Gülen var”,32,http://nediyor.com/2014/12/13/fuat-avni-gozalti-listesinin-ilk-sirasinda-gulen-var/
Egemen Bağış’ı Kenan Evren’in avukatı savunacak,4,http://nediyor.com/2014/12/13/egemen-bagisi-kenan-evrenin-avukati-savunacak/
Işık: “Ufak tefek hırsızlıkları yolsuzluk diye büyütüyorlar”,10,http://nediyor.com/2014/12/13/isik-ufak-tefek-hirsizliklari-yolsuzluk-diye-buyutuyorlar/
Bayraktar: “Oğlumdan 16 milyon borç aldım”,3,http://nediyor.com/2014/12/13/bayraktar-oglumdan-16-milyon-borc-aldim/
Gülen: “Uzlaşma Erdoğan’a bağlı”,4,http://nediyor.com/2014/12/13/gulen-uzlasma-erdogana-bagli/
Kılıçdaroğlu’ndan Başbakan’a “darbeci” yanıtı,3,http://nediyor.com/2014/12/13/kilicdaroglundan-basbakana-darbeci-yaniti/
SSK polemiğinde Davutoğlu’ndan yeni hamle,7,http://nediyor.com/2014/12/13/ssk-polemiginde-davutoglundan-yeni-hamle/
“Orman Bakanlığı’nın bahçesinde ağaç kesildi” iddiası,3,http://nediyor.com/2014/12/13/orman-bakanliginin-bahcesinde-agac-kesildi-iddiasi/
Fuat Avni’den Yargıtay ve Danıştay iddiaları,3,http://nediyor.com/2014/12/13/fuat-avniden-yargitay-ve-danistay-iddialari/
Diyanet: “Vakfın parasıyla değil devletin parasıyla alındı”,69,http://nediyor.com/2014/12/13/diyanet-vakfin-parasiyla-degil-devletin-parasiyla-alindi/
Alatlı “Türkiye rönesansı yaşıyor” sözleriyle gündemde,24,http://nediyor.com/2014/12/13/alatli-turkiye-ronesansi-yasiyor-sozleriyle-gundemde/
Adli Kolluk Yönetmeliği Danıştay’dan döndü,3,http://nediyor.com/2014/12/13/adli-kolluk-yonetmeligi-danistaydan-dondu/
Ankara’da 2015 Bütçesi’ne karşı eylem,4,http://nediyor.com/2014/12/13/ankarada-2015-butcesine-karsi-eylem/
Bayramoğlu’ndan Erdoğan’ın sözlerine “talihsizlik” yorumu,5,http://nediyor.com/2014/12/13/bayramoglundan-erdoganin-sozlerine-talihsizlik-yorumu/
"“ABD’li Başkonsolos, Türk genciyle evleniyor” iddiası",3,http://nediyor.com/2014/12/13/abdli-baskonsolos-turk-genciyle-evleniyor-iddiasi/
Nuray Mert’ten Alev Alatlı’ya: “Yanıtını almalı”,7,http://nediyor.com/2014/12/13/nuray-mertten-alev-alatliya-yanitini-almali/
Diyanet İşleri Başkanı’na 1 milyon TL’ye makam aracı alındı,36,http://nediyor.com/2014/12/13/diyanet-isleri-baskanina-1-milyon-tlye-makam-araci-alindi/
İdamının 34′üncü yılında Erdal Eren anılıyor,24,http://nediyor.com/2014/12/13/idaminin-34%e2%80%b2uncu-yilinda-erdal-eren-aniliyor/
Agos gazetesi ikinci kez aynı manşetle çıktı,4,http://nediyor.com/2014/12/12/agos-gazetesi-ikinci-kez-ayni-mansetle-cikti/
Bakan Elvan’dan Sayıştay’a: “Bizi idare edin”,3,http://nediyor.com/2014/12/12/bakan-elvandan-sayistaya-bizi-idare-edin/
Alev Alatlı: “Türkiye rönesans yaşıyor”,43,http://nediyor.com/2014/12/12/alev-alatli-turkiye-ronesans-yasiyor/
HDP’li Kaplan Yargı Paketi’ni sapanla eleştirdi,4,http://nediyor.com/2014/12/12/hdpli-kaplan-yargi-paketini-sapanla-elestirdi/
Şık’tan yeni kitap: “Paralel yürüdük biz bu yollarda”,6,http://nediyor.com/2014/12/12/siktan-yeni-kitap-paralel-yuruduk-biz-bu-yollarda/
KCK: “Heyet 2 güne İmralı’ya gitmezse taslağı açıklarız”,6,http://nediyor.com/2014/12/12/kck-heyet-2-gune-imraliya-gitmezse-taslagi-aciklariz/
Dolar iki ayın zirvesinde; 2.30 TL’yi geçti,9,http://nediyor.com/2014/12/12/dolar-iki-ayin-zirvesinde-2-30-tlyi-gecti/
Erdoğan: “Buranın tekerleği yok”,15,http://nediyor.com/2014/12/12/erdogan-buranin-tekerlegi-yok/
Cumhurbaşkanı Erdoğan Cemaat’i topa tuttu,50,http://nediyor.com/2014/12/12/cumhurbaskani-erdogan-cemaati-topa-tuttu/
Yıldırım’ın Saray’ın maliyeti ile ilgili verdiği örnek gündemde,4,http://nediyor.com/2014/12/12/yildirimin-sarayin-maliyeti-ile-ilgili-verdigi-ornek-gundemde/
Erdoğan Yargı Paketi’ni onayladı; “Makul şüphe” dönemi başladı,10,http://nediyor.com/2014/12/12/erdogan-yargi-paketini-onayladi-makul-suphe-donemi-basladi/
AYM başvuruyu reddetti; Saray AİHM’e taşınıyor,3,http://nediyor.com/2014/12/12/aym-basvuruyu-reddetti-saray-aihme-tasiniyor/
Zonguldak’ta maden ocağında göçük: 1 ölü,3,http://nediyor.com/2014/12/12/zonguldakta-maden-ocaginda-gocuk-1-olu/
Gülen: “Gözü dönmüş dinsiz ve densizler”,7,http://nediyor.com/2014/12/12/gulen-gozu-donmus-dinsiz-ve-densizler/
Fuat Avni’nin operasyon iddiası gündemin odağında,37,http://nediyor.com/2014/12/12/fuat-avninin-operasyon-iddiasi-gundemin-odaginda/
TSK’da askerler Osmanlı ordu marşıyla yürüdü,4,http://nediyor.com/2014/12/12/tskda-askerler-osmanli-ordu-marsiyla-yurudu/
Arınç’tan vekiller için özel yasa talebi: “Üç gün konuşulur”,14,http://nediyor.com/2014/12/12/arinctan-vekiller-icin-ozel-yasa-talebi-uc-gun-konusulur/
“AK Parti KPSS’yi kaldırıyor” iddiası,7,http://nediyor.com/2014/12/12/ak-parti-kpssyi-kaldiriyor-iddiasi/
Fuat Avni: “Operasyon yapacak ekibi evlerine gönderdiler”,16,http://nediyor.com/2014/12/12/fuat-avni-operasyon-yapacak-ekibi-evlerine-gonderdiler/
Arınç’tan “Fuat Avni” yorumu: “Umarım aslı çıkmaz”,20,http://nediyor.com/2014/12/11/arinctan-fuat-avni-yorumu-umarim-asli-cikmaz/
Kılıçdaroğlu: “İspat etsinler siyaseti bırakırım”,15,http://nediyor.com/2014/12/11/kilicdaroglu-ispat-etsinler-siyaseti-birakirim/
Zaman gazetesi önünde olası operasyona karşı eylem,37,http://nediyor.com/2014/12/11/zaman-gazetesi-onunde-olasi-operasyona-karsi-eylem/
Star’dan ayrılan Karaalioğlu NTV ile anlaştı,4,http://nediyor.com/2014/12/11/stardan-ayrilan-karaalioglu-ntv-ile-anlasti/
Özel tiyatrolara devlet yardımı kesiliyor,3,http://nediyor.com/2014/12/11/ozel-tiyatrolara-devlet-yardimi-kesiliyor/
Beykoz’da kent ormanı için ağaç kesiliyor,8,http://nediyor.com/2014/12/11/beykozda-kent-ormani-icin-agac-kesiliyor/
Cumhurbaşkanlığı’nda bir ilk; Cumhurbaşkanlığı Sözcüsü,5,http://nediyor.com/2014/12/11/cumhurbaskanliginda-bir-ilk-cumhurbaskanligi-sozcusu/
İstanbul’daki Şeb-i Arus’un bilet fiyatları tartışılıyor,4,http://nediyor.com/2014/12/11/istanbuldaki-seb-i-arusun-bilet-fiyatlari-tartisiliyor/
Canikli: “AVM’lerin pazar günü kapalı olması söz konusu değil”,9,http://nediyor.com/2014/12/11/canikli-avmlerin-pazar-gunu-kapali-olmasi-soz-konusu-degil/
Fuat Avni’den “büyük operasyon” iddiası,67,http://nediyor.com/2014/12/11/fuat-avniden-buyuk-operasyon-iddiasi/
Çürük raporu olana da tanınan bedelli askerlik gündemde,3,http://nediyor.com/2014/12/11/curuk-raporu-olana-da-taninan-bedelli-askerlik-gundemde/
Erdoğan 2015′te kabineye başkanlık edecek,12,http://nediyor.com/2014/12/11/erdogan-2015te-kabineye-baskanlik-edecek/
Cari açık beklentiyi aştı,4,http://nediyor.com/2014/12/11/cari-acik-beklentiyi-asti/
Karaman: “Yolsuzluk hırsızlık suçu değildir”,22,http://nediyor.com/2014/12/11/karaman-yolsuzluk-hirsizlik-sucu-degildir/
Demirtaş’tan yanıt: “Asıl sorumlu Başbakan olacak”,7,http://nediyor.com/2014/12/11/demirtastan-yanit-asil-sorumlu-basbakan-olacak/
Akdoğan’dan HDP’ye “özerklik” yalanlaması,8,http://nediyor.com/2014/12/11/akdogandan-hdpye-ozerklik-yalanlamasi/
Süheyl Batum CHP’den ihraç edildi,16,http://nediyor.com/2014/12/11/suheyl-batum-chpden-ihrac-edildi/
Tamince’den Antalya’ya yılbaşı eleştirisi,6,http://nediyor.com/2014/12/11/taminceden-antalyaya-yilbasi-elestirisi/
CHP’den “AK Partililer KPSS’den muaf olsun” teklifi,9,http://nediyor.com/2014/12/11/chpden-ak-partililer-kpssden-muaf-olsun-teklifi/
Bilal Erdoğan 5 geminin siparişini iptal etti,7,http://nediyor.com/2014/12/11/bilal-erdogan-5-geminin-siparisini-iptal-etti/
Erdoğan: “Molotof kokteylleriyle siyaset yapamayız”,5,http://nediyor.com/2014/12/11/erdogan-molotof-kokteylleriyle-siyaset-yapamayiz/
Hablemitoğlu’ndan Takvim’in röportajına yalanlama,3,http://nediyor.com/2014/12/10/hablemitoglundan-takvimin-roportajina-yalanlama/
Davutoğlu’ndan Kılıçdaroğlu’na: “Çocuğunun sigortasını açıkla”,8,http://nediyor.com/2014/12/10/davutoglundan-kilicdarogluna-cocugunun-sigortasini-acikla/
"İstanbul Üniversitesi’nde kavga: 7 yaralı, 12 gözaltı",3,http://nediyor.com/2014/12/10/istanbul-universitesinde-kavga-7-yarali-12-gozalti/
Başbakan’dan CHP’ye “Darbecisiniz” çıkışı,40,http://nediyor.com/2014/12/10/basbakandan-chpye-darbecisiniz-cikisi/
Mizah dergisi “Osmanlıca” tartışmasını kapağına taşıdı,7,http://nediyor.com/2014/12/10/mizah-dergisi-osmanlica-tartismasini-kapagina-tasidi/
Mimarlar Odası: “AK Saray’a 10 bin TL’ye klozet alındı”,9,http://nediyor.com/2014/12/10/mimarlar-odasi-ak-saraya-10-bin-tlye-klozet-alindi/
Saray’da gölge kabine mi kuruluyor?,11,http://nediyor.com/2014/12/10/sarayda-golge-kabine-mi-kuruluyor/
Kılıçdaroğlu: “Bütçeyi babanızın çiftliği gibi kullanamazsınız”,17,http://nediyor.com/2014/12/10/kilicdaroglu-butceyi-babanizin-ciftligi-gibi-kullanamazsiniz/
Bütçe maratonu başladı; Şimşek yolsuzluk bölümünü atladı,15,http://nediyor.com/2014/12/10/butce-maratonu-basladi-simsek-yolsuzluk-bolumunu-atladi/
HDP: “Taslağın içinde özerklik var”,13,http://nediyor.com/2014/12/10/hdp-taslagin-icinde-ozerklik-var/
BirGün’ün Osmanlıca “Hırsız” manşetine soruşturma,8,http://nediyor.com/2014/12/10/birgunun-osmanlica-hirsiz-mansetine-sorusturma/
Önder: “Demirtaş’ı yedirmeyiz”,11,http://nediyor.com/2014/12/10/onder-demirtasi-yedirmeyiz/
Hayrat Vakfı’ndan 150 bin Osmanlıca öğretmeni,4,http://nediyor.com/2014/12/10/hayrat-vakfindan-150-bin-osmanlica-ogretmeni/
Türel: “CHP’li provokatörler üstsüz güneşlendi”,4,http://nediyor.com/2014/12/10/turel-chpli-provokatorler-ustsuz-guneslendi/
CHP’ye Osmanlıca tepkisi: “Bu kadar cehalet olmaz”,17,http://nediyor.com/2014/12/10/chpye-osmanlica-tepkisi-bu-kadar-cehalet-olmaz/
AVM’lerin pazar günü kapalı olması teklif edildi,9,http://nediyor.com/2014/12/10/avmlerin-pazar-gunu-kapali-olmasi-teklif-edildi/
"Büyüme cüce kaldı: Yüzde 1,7",26,http://nediyor.com/2014/12/10/buyume-cuce-kaldi-yuzde-17/
Kağıthane sandık başkanı: “Sonuçlarda değişiklik yapılmış”,3,http://nediyor.com/2014/12/10/kagithane-sandik-baskani-sonuclarda-degisiklik-yapilmis/
İktidar TMMOB’un dava açmasını izne mi bağlıyor?,13,http://nediyor.com/2014/12/10/iktidar-tmmobun-dava-acmasini-izne-mi-bagliyor/
“Dünya İnsan Hakları Günü” kutlanıyor,56,http://nediyor.com/2014/12/10/dunya-insan-haklari-gunu-kutlaniyor/
Çelik hakkındaki gensoru önergesi gündeme alınmadı,5,http://nediyor.com/2014/12/10/celik-hakkindaki-gensoru-onergesi-gundeme-alinmadi/
Bedelli askerlik yasallaştı,6,http://nediyor.com/2014/12/10/bedelli-askerlik-yasallasti/
Ogün Samast ifadesinde Cemaat’i işaret etti,23,http://nediyor.com/2014/12/10/ogun-samast-ifadesinde-cemaati-isaret-etti/
CNN Türk’te faili meçhul cinayetler tartışıldı,6,http://nediyor.com/2014/12/09/cnn-turkte-faili-mechul-cinayetler-tartisildi/
Arınç’tan usulsüz atama iddialarına yalanlama,4,http://nediyor.com/2014/12/09/arinctan-usulsuz-atama-iddialarina-yalanlama/
OECD: “Türkiye gelir eşitsizliğinde ikinci”,5,http://nediyor.com/2014/12/09/oecd-turkiye-gelir-esitsizliginde-ikinci/
Davutoğlu: “PKK ile Cemaat arasında işbirliği var”,38,http://nediyor.com/2014/12/09/davutoglu-pkk-ile-cemaat-arasinda-isbirligi-var/
Alatlı’nın damadı TT Net Genel Müdür vekili,6,http://nediyor.com/2014/12/09/alatlinin-damadi-tt-net-genel-mudur-vekili/
Bakan Işık’tan “torpil” yanıtı: “Tuhaf olan ne?”,8,http://nediyor.com/2014/12/09/bakan-isiktan-torpil-yaniti-tuhaf-olan-ne/
Başbakan: “Dökülecek her kandan Demirtaş sorumludur”,20,http://nediyor.com/2014/12/09/basbakan-dokulecek-her-kandan-demirtas-sorumludur/
Suriyeli müzik dahisi çocuk Türk vatandaşı oldu,4,http://nediyor.com/2014/12/09/suriyeli-muzik-dahisi-cocuk-turk-vatandasi-oldu/
Demirtaş: “Ordu gelse kızımı Osmanlıca dersine sokamaz”,7,http://nediyor.com/2014/12/09/demirtas-ordu-gelse-kizimi-osmanlica-dersine-sokamaz/
Rasih Nuri İleri defnedildi,7,http://nediyor.com/2014/12/09/rasih-nuri-ileri-defnedildi/
Arınç’ın evinin krokisinde gerçek 6 yıl sonra ortaya çıktı,5,http://nediyor.com/2014/12/09/arincin-evinin-krokisinde-gercek-6-yil-sonra-ortaya-cikti/
Karagül: “Osmanlıca’dan geri adım felakettir”,6,http://nediyor.com/2014/12/09/karagul-osmanlicadan-geri-adim-felakettir/
Alevilerden zorunlu din dersi tepkisi: Miting ve okul boykotu,10,http://nediyor.com/2014/12/09/alevilerden-zorunlu-din-dersi-tepkisi-miting-ve-okul-boykotu/
Laiklik eleştirisi gündemde: “Yurttaşlık diye yapay bir din”,16,http://nediyor.com/2014/12/09/laiklik-elestirisi-gundemde-yurttaslik-diye-yapay-bir-din/
İlk Kültür Bakanı Talat Halman son yolculuğuna uğurlandı,8,http://nediyor.com/2014/12/09/ilk-kultur-bakani-talat-halman-son-yolculuguna-ugurlandi/
Avcı: “Osmanlıca’yı berrak bir zeminde tartışalım”,22,http://nediyor.com/2014/12/09/avci-osmanlicayi-berrak-bir-zeminde-tartisalim/
“Nepotizm yapanı affetmem” sözleri gündemde,19,http://nediyor.com/2014/12/09/nepotizm-yapani-affetmem-sozleri-gundemde/
Mahçupyan: “AK Parti suistimal edildi”,7,http://nediyor.com/2014/12/09/mahcupyan-ak-parti-suistimal-edildi/
Antalya’da şiddetli yağış; okullar tatil,3,http://nediyor.com/2014/12/09/antalyada-siddetli-yagis-okullar-tatil/
Erdoğan’ı öven Alatlı’dan “Birey ehlileştirilmeli” çıkışı,14,http://nediyor.com/2014/12/09/erdogani-oven-alatlidan-birey-ehlilestirilmeli-cikisi/
Hesabındaki 2.5 milyon lira soruldu: “Kardeşimden…”,14,http://nediyor.com/2014/12/09/hesabindaki-2-5-milyon-lira-soruldu-kardesimden/
AK Partili eski vekile dayak ve tutuklama gündemde,15,http://nediyor.com/2014/12/09/ak-partili-eski-vekile-dayak-ve-tutuklama-gundemde/
Erdoğan’ın Osmanlıca çıkışı tartışmaların odağında,68,http://nediyor.com/2014/12/09/erdoganin-osmanlica-cikisi-tartismalarin-odaginda/
Suriye sınırında 3 asker şehit,22,http://nediyor.com/2014/12/09/suriye-sinirinda-3-asker-sehit/
Tarafsız Bölge’de Osmanlıca tartışması,15,http://nediyor.com/2014/12/08/tarafsiz-bolgede-osmanlica-tartismasi/
Başbakan’dan Polonya’ya övgü,5,http://nediyor.com/2014/12/08/basbakandan-polonyaya-ovgu/
Yargıtay Sarısülük davasında hapis cezasını az buldu,3,http://nediyor.com/2014/12/08/yargitay-sarisuluk-davasinda-hapis-cezasini-az-buldu/
Cumhurbaşkanı Erdoğan: “IŞİD değil DEAŞ”,7,http://nediyor.com/2014/12/08/cumhurbaskani-erdogan-isid-degil-deas/
“Osmanlı arşivi rutubetten zarar görüyor” iddiası,8,http://nediyor.com/2014/12/08/osmanli-arsivi-rutubetten-zarar-goruyor-iddiasi/
İnançer’in “Köpekleştirme” açıklamasına suç duyurusu,4,http://nediyor.com/2014/12/08/inancerin-kopeklestirme-aciklamasina-suc-duyurusu/
Arınç: “Şehirlerin isimleri değişebilir”,4,http://nediyor.com/2014/12/08/arinc-sehirlerin-isimleri-degisebilir/
Bedelli askerlik komisyondan geçti,8,http://nediyor.com/2014/12/08/bedelli-askerlik-komisyondan-gecti/
Cumhurbaşkanı’na hakaretten İşbaşaran’a tutuklama,46,http://nediyor.com/2014/12/08/cumhurbaskanina-hakaretten-isbasarana-tutuklama/
Başbakan: “İsteyen öğrenci seçer istemeyen seçmez”,72,http://nediyor.com/2014/12/08/basbakan-isteyen-ogrenci-secer-istemeyen-secmez/
Emir Sarıgül: “İstifa etmedim”,5,http://nediyor.com/2014/12/08/emir-sarigul-istifa-etmedim/
Yeni Şafak yazarından Hakan’a:  “Şırfıntı karı gibi bağırıyorsun”,7,http://nediyor.com/2014/12/08/yeni-safak-yazarindan-hakana-sirfinti-kari-gibi-bagiriyorsun/
Eski AK Partili İşbaşaran’a adliye önünde dayak,16,http://nediyor.com/2014/12/08/eski-ak-partili-isbasarana-adliye-onunde-dayak/
Osmanlıca tartışması: “İstemeseler de öğretilecek”,105,http://nediyor.com/2014/12/08/osmanlica-tartismasi-istemeseler-de-ogretilecek/
Metin Münir: “Aydın Doğan medyada en dik duran adam”,3,http://nediyor.com/2014/12/08/metin-munir-aydin-dogan-medyada-en-dik-duran-adam/
Taraf: “Yüce Divan için profesöre danışıldı”,8,http://nediyor.com/2014/12/08/taraf-yuce-divan-icin-profesore-danisildi/
Milli Eğitim Şurası’nın yankıları sürüyor,17,http://nediyor.com/2014/12/08/milli-egitim-surasinin-yankilari-suruyor/
CHP’nin AK Parti hakkındaki “torpil” iddiaları basında,39,http://nediyor.com/2014/12/08/chpnin-ak-parti-hakkindaki-torpil-iddialari-basinda/
Tayyar: “Erdoğan Hz. İbrahim’e uzanan davanın son neferi”,3,http://nediyor.com/2014/12/07/tayyar-erdogan-hz-ibrahime-uzanan-davanin-son-neferi/
Ahmet Taşgetiren yolsuzlukla suçlanan bakanları yazdı,7,http://nediyor.com/2014/12/07/ahmet-tasgetiren-yolsuzlukla-suclanan-bakanlari-yazdi/
Burak Erdoğan’ın gemisi elden çıkarıldı,4,http://nediyor.com/2014/12/07/burak-erdoganin-gemisi-elden-cikarildi/
AK Parti kongresindeki pankart gündem oldu,3,http://nediyor.com/2014/12/07/ak-parti-kongresindeki-pankart-gundem-oldu/
Başbakan: “Çapulculardan AK gençlik çıkarın”,6,http://nediyor.com/2014/12/07/basbakan-capulculardan-ak-genclik-cikarin/
Eski AK Partili Feyzi İşbaşaran’ın tweetleri tepki çekti,9,http://nediyor.com/2014/12/07/eski-ak-partili-feyzi-isbasaranin-tweetleri-tepki-cekti/
CHP’li Koç: “AK Partililer yakınlarına kadro veriyor”,23,http://nediyor.com/2014/12/07/chpli-koc-ak-partililer-yakinlarina-kadro-veriyor/
Davutoğlu: “Bingöl’e mahalle baskısı uygulanıyor”,9,http://nediyor.com/2014/12/07/davutoglu-bingole-mahalle-baskisi-uygulaniyor/
İstanbullular güneşli havanın tadını çıkarıyor,11,http://nediyor.com/2014/12/07/istanbullular-gunesli-havanin-tadini-cikariyor/
Pamuk: “Türkiye’de düşünce özgürlüğü yerlerde; korku var”,19,http://nediyor.com/2014/12/07/pamuk-turkiyede-dusunce-ozgurlugu-yerlerde-korku-var/
Russell Crowe: “Avustralya’yı Müslümanlar keşfetmiş olabilir”,5,http://nediyor.com/2014/12/07/russell-crowe-avustralyayi-muslumanlar-kesfetmis-olabilir/
Meclis’ten “İnkilap köpekleştirmedir” açıklaması,8,http://nediyor.com/2014/12/07/meclisten-inkilap-kopeklestirmedir-aciklamasi/
Gayberi: “Bingöl’ün tek suçu Erdoğan’a saygı duymak”,5,http://nediyor.com/2014/12/07/gayberi-bingolun-tek-sucu-erdogana-saygi-duymak/
YSK yurt dışındaki seçmenler için randevuyu kaldırdı,5,http://nediyor.com/2014/12/07/ysk-yurt-disindaki-secmenler-icin-randevuyu-kaldirdi/
CHP liderinden Erdoğan’a: “Sarraf’ı sekreter yapsın”,8,http://nediyor.com/2014/12/07/chp-liderinden-erdogana-sarrafi-sekreter-yapsin/
Yüksekova’daki olaylarda 1 kişi öldü,21,http://nediyor.com/2014/12/06/yuksekovadaki-olaylarda-1-kisi-oldu/
Cumhurbaşkanı: “Polis kendisini savunmayacak mı?”,21,http://nediyor.com/2014/12/06/cumhurbaskani-polis-kendisini-savunmayacak-mi/
Rasih Nuri İleri vefat etti,15,http://nediyor.com/2014/12/06/rasih-nuri-ileri-vefat-etti/
Erdoğan: “Türkiye’nin büyük sanatçısı linç ediliyor”,28,http://nediyor.com/2014/12/06/erdogan-turkiyenin-buyuk-sanatcisi-linc-ediliyor/
Erdoğan: “Saray’da 1000 değil bin 150 küsur oda var”,59,http://nediyor.com/2014/12/06/erdogan-sarayda-1000-degil-bin-150-kusur-oda-var/
Baba Bingöl: “Yavuz’un adına yüz defa özür diliyorum”,7,http://nediyor.com/2014/12/06/baba-bingol-yavuzun-adina-yuz-defa-ozur-diliyorum/
Güler: “Rüşvet iddiaları hukuken ortadan kalktı”,12,http://nediyor.com/2014/12/06/guler-rusvet-iddialari-hukuken-ortadan-kalkti/
Şura sona erdi: 1′inci sınıftan itibaren zorunlu din dersi,39,http://nediyor.com/2014/12/06/sura-sona-erdi-1inci-siniftan-itibaren-zorunlu-din-dersi/
Çağlayan’ın saat cezasını Sarraf’ın adamı yatırdı,13,http://nediyor.com/2014/12/06/caglayanin-saat-cezasini-sarrafin-adami-yatirdi/
Tartışılan zorunlu Osmanlıca’da geri adım,49,http://nediyor.com/2014/12/06/tartisilan-zorunlu-osmanlicada-geri-adim/
İzmir’de korkutan deprem,10,http://nediyor.com/2014/12/06/izmirde-korkutan-deprem/
Atilla Özdemiroğlu kanser tedavisi görmeye başladı,15,http://nediyor.com/2014/12/06/atilla-ozdemiroglu-kanser-tedavisi-gormeye-basladi/
Güreş hakemi İstanbul Şehir Tiyatroları Müdürü oldu,27,http://nediyor.com/2014/12/05/gures-hakemi-istanbul-sehir-tiyatrolari-muduru-oldu/
Mehmet Görmez: “Üniversite ve cami birbirinden ayrılmaz”,5,http://nediyor.com/2014/12/05/mehmet-gormez-universite-ve-cami-birbirinden-ayrilmaz/
Türkiye’nin ilk Kültür Bakanı Halman vefat etti,46,http://nediyor.com/2014/12/05/turkiyenin-ilk-kultur-bakani-halman-vefat-etti/
Davutoğlu’ndan askere sert uyarı,4,http://nediyor.com/2014/12/05/davutoglundan-askere-sert-uyari/
Bakan Avcı: “Osmanlıca seçmeli olarak devam etsin”,35,http://nediyor.com/2014/12/05/bakan-avci-osmanlica-secmeli-olarak-devam-etsin/
Yavuz Bingöl’ün sözleri gündemdeki yerini koruyor,11,http://nediyor.com/2014/12/05/yavuz-bingolun-sozleri-gundemdeki-yerini-koruyor/
Şırnak’ta silahlı PKK’lılar yol kesti,7,http://nediyor.com/2014/12/05/sirnakta-silahli-pkklilar-yol-kesti/
Turizm liselerinde “İçki ve Kokteyl Servisi” dersi kalkıyor,16,http://nediyor.com/2014/12/05/turizm-liselerinde-icki-ve-kokteyl-servisi-dersi-kalkiyor/
“Muhafazakar demokratlıktan radikal İslamcılığa geçiş”,5,http://nediyor.com/2014/12/05/muhafazakar-demokratliktan-radikal-islamciliga-gecis/
Erdoğan: “Kendime 100 bin TL bağış yaptım”,7,http://nediyor.com/2014/12/05/erdogan-kendime-100-bin-tl-bagis-yaptim/
Müsteşarın yardımcılığına eşi atandı,7,http://nediyor.com/2014/12/05/mustesarin-yardimciligina-esi-atandi/
Ermenek’te 5 madenci toprağa verildi,4,http://nediyor.com/2014/12/05/ermenekte-5-madenci-topraga-verildi/
Emine Ülker Tarhan’ın Anadolu Partisi’nden seçim şarkısı,4,http://nediyor.com/2014/12/05/emine-ulker-tarhanin-anadolu-partisinden-secim-sarkisi/
Tatlıses: “Saray milletin; bunu göremediniz”,16,http://nediyor.com/2014/12/05/tatlises-saray-milletin-bunu-goremediniz/
Çalışan kadına fuhuş suçlaması,15,http://nediyor.com/2014/12/05/calisan-kadina-fuhus-suclamasi/
Pınar Selek’e ağırlaştırılmış müebbet istemi,20,http://nediyor.com/2014/12/05/pinar-seleke-agirlastirilmis-muebbet-istemi/
Bilal Erdoğan’ın ikinci gemisi denize indirildi,19,http://nediyor.com/2014/12/05/bilal-erdoganin-ikinci-gemisi-denize-indirildi/
Karaman’dan iktidara: “Üzerimize bela yağacak”,21,http://nediyor.com/2014/12/05/karamandan-iktidara-uzerimize-bela-yagacak/
Türkiye’de siyasette kadına yer yok,39,http://nediyor.com/2014/12/05/turkiyede-siyasette-kadina-yer-yok/
17 Aralık’ta bin kişilik gözaltı iddiası Meclis’e taşındı,3,http://nediyor.com/2014/12/05/17-aralikta-bin-kisilik-gozalti-iddiasi-meclise-tasindi/
TV’de Selvi ile ÖDP Başkanı arasında kavgaya ramak kaldı,28,http://nediyor.com/2014/12/05/tvde-selvi-ile-odp-baskani-arasinda-kavgaya-ramak-kaldi/
